movie_title,production_budget_usd,worldwide_budget_usd
Freddy vs. Jason,25000000.00,114576403.00
We Were Soldiers,70000000.00,114658262.00
The Corpse Bride,30000000.00,114770654.00
The Lake House,40000000.00,114830111.00
Saving Mr. Banks,35000000.00,114962525.00
Cats & Dogs: The Revenge of Kitty Galore,85000000.00,114979922.00
Get Shorty,30250000.00,115021008.00
Finding Neverland,25000000.00,115036108.00
Warm Bodies,30000000.00,115121608.00
Bride Wars,30000000.00,115150424.00
The Iron Lady,14000000.00,115592104.00
Diamonds Are Forever,7200000.00,116000000.00
The Notebook,30000000.00,116025023.00
Pitch Perfect,17000000.00,116044347.00
Closer,35000000.00,116177695.00
The Siege,70000000.00,116625798.00
Earth,47000000.00,116773317.00
Water for Elephants,38000000.00,116809717.00
Snow Dogs,32000000.00,116898028.00
Lost in Translation,4000000.00,117085297.00
The Forgotten,50000000.00,117211892.00
Blue Streak,36000000.00,117448157.00
Why Him?,38000000.00,117523786.00
The Client,45000000.00,117615211.00
A Nightmare on Elm Street,35000000.00,117729621.00
Star Trek: Insurrection,70000000.00,117800000.00
Shall We Dance?,40000000.00,118097882.00
Saw V,10800000.00,118209778.00
Disturbia,20000000.00,118537627.00
Body of Lies,67500000.00,118556530.00
The Purge: Election Year,10000000.00,118557124.00
Barnyard: The Original Party Animals,51000000.00,118583844.00
We Bought a Zoo,50000000.00,118729073.00
The Shallows,13000000.00,118888025.00
Unfaithful,50000000.00,119114494.00
Beverly Hills Cop III,50000000.00,119180938.00
The Omen,25000000.00,119295584.00
Blazing Saddles,2600000.00,119500000.00
Charlie Wilson's War,75000000.00,119512771.00
Red Cliff,40000000.00,119627047.00
Surrogates,80000000.00,119668350.00
Spy Kids 2: The Island of Lost Dreams,38000000.00,119721296.00
Road Trip,16000000.00,119739110.00
Jeepers Creepers II,25000000.00,119923801.00
Star Trek: Generations,38000000.00,120000000.00
Volcano,90000000.00,120100000.00
Lethal Weapon,15000000.00,120192350.00
Eight Below,40000000.00,120455994.00
Insidious Chapter 3,10000000.00,120678444.00
Parental Guidance,25000000.00,120832383.00
What to Expect When You're Expecting,37500000.00,120925697.00
Apocalypto,40000000.00,121032272.00
Starship Troopers,100000000.00,121100000.00
Intolerable Cruelty,60000000.00,121327628.00
Sahara,145000000.00,121671925.00
Poltergeist,10700000.00,121706019.00
The Princess Diaries 2: Royal Engagement,45000000.00,122071435.00
Executive Decision,55000000.00,122079192.00
Mortal Kombat,20000000.00,122133227.00
Hotel for Dogs,35000000.00,122213085.00
Save the Last Dance,13000000.00,122244329.00
Tian jiang xiong shi,65000000.00,122519874.00
The Nut Job,30000000.00,122529966.00
The Theory of Everything,15000000.00,123327692.00
Chronicle,12000000.00,123681790.00
Hide and Seek,25000000.00,123696741.00
Magic Mike XXL,14500000.00,123709460.00
Pan,150000000.00,123888320.00
Good Morning Vietnam,13000000.00,123922370.00
Big Fish,70000000.00,123954323.00
The Thomas Crown Affair,48000000.00,124304264.00
Invictus,60000000.00,124514011.00
The Family Man,60000000.00,124715863.00
Ray,40000000.00,124823094.00
Ride Along 2,40000000.00,124827316.00
Goldfinger,3000000.00,124900000.00
Resident Evil: Apocalypse,50000000.00,125168734.00
First Blood,14000000.00,125212904.00
I Know What You Did Last Summer,17000000.00,125250091.00
"Legally Blonde 2: Red, White & Blonde",25000000.00,125339088.00
Coraline,60000000.00,126037057.00
Sex Tape,40000000.00,126069509.00
L.A. Confidential,35000000.00,126204977.00
American Wedding,55000000.00,126425115.00
This is the End,32000000.00,126539117.00
Pride & Prejudice,28000000.00,126549607.00
Julie & Julia,40000000.00,126646119.00
The Adjustment Bureau,50200000.00,126931325.00
Predators,40000000.00,127234389.00
First Knight,75000000.00,127361412.00
U-571,62000000.00,127630030.00
Gandhi,22000000.00,127767889.00
Ender's Game,110000000.00,127983283.00
Blended,45000000.00,127990741.00
Point Break,100000000.00,128131571.00
The Artist,16000000.00,128256712.00
Failure to Launch,50000000.00,128402901.00
Step Brothers,65000000.00,128468793.00
Nanny McPhee,25000000.00,128745578.00
The Talented Mr. Ripley,40000000.00,128792135.00
Space Cowboys,65000000.00,128874043.00
Aliens vs. Predator - Requiem,40000000.00,128884494.00
The Queen,15000000.00,128885873.00
The Woman in Black,15000000.00,128955898.00
The Forbidden Kingdom,55000000.00,129075270.00
The Fighter,11000000.00,129262388.00
Atonement,30000000.00,129779728.00
Jingle All the Way,60000000.00,129832389.00
V for Vendetta,50000000.00,130214162.00
"You, Me and Dupree",54000000.00,130402010.00
Walking with Dinosaurs,80000000.00,130580730.00
Cloud Atlas,102000000.00,130673154.00
About a Boy,27000000.00,130759651.00
Brüno,42000000.00,130788243.00
Mean Girls,18000000.00,130953026.00
Man on Fire,60000000.00,130968579.00
Wolf,70000000.00,131011757.00
Boomerang,42000000.00,131052444.00
Bewitched,80000000.00,131159306.00
Law Abiding Citizen,53000000.00,131159781.00
The Last Witch Hunter,80000000.00,131234406.00
Blade,45000000.00,131237688.00
1408,22500000.00,131263370.00
Jack Ryan: Shadow Recruit,60000000.00,131377412.00
Seven Years in Tibet,70000000.00,131445884.00
Munich,75000000.00,131492772.00
School of Rock,20000000.00,131945303.00
Babel,20000000.00,132121212.00
Blade: Trinity,65000000.00,132397389.00
A League of Their Own,40000000.00,132440066.00
2 Guns,61000000.00,132493015.00
Astérix aux Jeux Olympiques,113500000.00,132999811.00
Star Trek IV: The Voyage Home,24000000.00,133000000.00
Hope Springs,30000000.00,133085295.00
The Big Short,28000000.00,133162752.00
La marche de l'empereur,3400000.00,133276359.00
Gods of Egypt,140000000.00,133553464.00
Perfume: The Story of a Murderer,63700000.00,133603463.00
Saw 3D,17000000.00,133735284.00
The Cat in the Hat,109000000.00,133818283.00
Pokemon 2000,30000000.00,133946923.00
Zero Dark Thirty,52500000.00,134612435.00
The Best Exotic Marigold Hotel,10000000.00,134639780.00
Sense and Sensibility,16500000.00,134993774.00
Cheaper by the Dozen 2,60000000.00,135015330.00
Saw IV,10000000.00,135759694.00
The Bounty Hunter,45000000.00,135808837.00
Lost In Space,80000000.00,136047317.00
Unknown,40000000.00,136123083.00
The Pirates! Band of Misfits,55000000.00,136143605.00
Remember the Titans,30000000.00,136706683.00
Let’s Be Cops,17000000.00,136890774.00
Anaconda,45000000.00,136998907.00
Stardust,70000000.00,137022245.00
Big Momma's House 2,40000000.00,137047376.00
RED 2,84000000.00,137162560.00
Last Action Hero,85000000.00,137298489.00
Wall Street 2: Money Never Sleeps,70000000.00,137431619.00
Abraham Lincoln: Vampire Hunter,67500000.00,137489730.00
Contagion,60000000.00,137551594.00
Pete’s Dragon,65000000.00,137768975.00
Platoon,6000000.00,137963328.00
Bridge to Terabithia,25000000.00,137984788.00
Star Trek: The Motion Picture,35000000.00,139000000.00
Die Hard,28000000.00,139109346.00
Baby Driver,34000000.00,139359078.00
17 Again,40000000.00,139474906.00
Towering Inferno,14000000.00,139700000.00
Legend of the Guardians: The Owls of Ga'Hoole,100000000.00,139716717.00
Anastasia,53000000.00,139801290.00
Annie,65000000.00,139840525.00
The Three Musketeers,90000000.00,139877913.00
American Graffiti,777000.00,140000000.00
King Arthur: Legend of the Sword,175000000.00,140012608.00
The Jungle Book 2,20000000.00,140122225.00
Sausage Party,19000000.00,140428314.00
Source Code,32000000.00,140428499.00
The Rocky Horror Picture Show,1200000.00,140556781.00
Paranormal Activity 4,5000000.00,140619520.00
Power Rangers,120000000.00,140845191.00
The Rugrats Movie,28000000.00,140894685.00
The Devil's Own,90000000.00,140900000.00
Trainwreck,35000000.00,140949327.00
Scary Movie 2,45000000.00,141189101.00
Thunderball,9000000.00,141200000.00
Mona Lisa Smile,65000000.00,141205169.00
Bad Boys,23000000.00,141247413.00
Monster House,75000000.00,141267370.00
The Legend of Zorro,80000000.00,141475336.00
Gothika,40000000.00,141484812.00
National Lampoon's Animal House,3000000.00,141600000.00
Legally Blonde,18000000.00,141809235.00
Dear John,25000000.00,142033509.00
SpongeBob SquarePants: The Movie,30000000.00,142051255.00
The Wolfman,150000000.00,142634358.00
Conspiracy Theory,80000000.00,142783718.00
Spy Game,90000000.00,143049560.00
Charlotte's Web,82500000.00,143985708.00
Herbie: Fully Loaded,50000000.00,144110682.00
The Exorcism of Emily Rose,18000000.00,144529078.00
The Mexican,40000000.00,145238250.00
Surf's Up,100000000.00,145395745.00
The Hateful Eight,62000000.00,145443360.00
Blades of Glory,61000000.00,145594548.00
Lion,12000000.00,145712897.00
Resident Evil: Extinction,45000000.00,146162920.00
I am Number Four,50000000.00,146195159.00
Music and Lyrics,40000000.00,146300356.00
The Game Plan,22000000.00,146590987.00
Friends with Benefits,35000000.00,146595891.00
New Year’s Eve,26000000.00,146850273.00
Swordfish,80000000.00,147080413.00
"Crazy, Stupid, Love",50000000.00,147142328.00
Romeo+Juliet,14500000.00,147542381.00
Garfield: A Tail of Two Kitties,60000000.00,147985373.00
Mama,15000000.00,148095566.00
Gremlins,11000000.00,148168459.00
Broken Arrow,65000000.00,148345997.00
Step Up 2 the Streets,17500000.00,148586910.00
Seabiscuit,86000000.00,148715342.00
Lights Out,5000000.00,148868835.00
Death Becomes Her,55000000.00,149022650.00
Ghost Rider: Spirit of Vengeance,57000000.00,149217355.00
No Strings Attached,25000000.00,149228078.00
"Me, Myself & Irene",51000000.00,149270999.00
The General's Daughter,60000000.00,149705852.00
Arthur Christmas,85000000.00,149717124.00
Lone Survivor,40000000.00,149804632.00
Star Trek: First Contact,46000000.00,150000000.00
Mononoke-hime,20000000.00,150350000.00
Tower Heist,85000000.00,150422946.00
Speed 2: Cruise Control,110000000.00,150468000.00
Jack and Jill,79000000.00,150519217.00
Olympus Has Fallen,70000000.00,150562164.00
Vantage Point,40000000.00,150886329.00
The Bone Collector,48000000.00,151463090.00
Kari gurashi no Arietti,23000000.00,151496097.00
Big,18000000.00,151668774.00
47 Ronin,175000000.00,151716815.00
Evita,55000000.00,151947179.00
Congo,50000000.00,152022333.00
Phenomenon,32000000.00,152036382.00
A Time to Kill,40000000.00,152266007.00
Date Night,55000000.00,152269033.00
The Taking of Pelham 123,110000000.00,152364370.00
Antz,60000000.00,152457863.00
Chocolat,25000000.00,152500343.00
The Town,37000000.00,152566881.00
A View to a Kill,30000000.00,152627960.00
Saw II,5000000.00,152925093.00
Devil's Advocate,57000000.00,153007424.00
The Accountant,40000000.00,153060045.00
Kill Bill: Volume 2,55000000.00,153535982.00
Free Willy,20000000.00,153698625.00
Ride Along,25000000.00,153733800.00
The Phantom of the Opera,55000000.00,154017885.00
The BFG,140000000.00,154110769.00
Beverly Hills Chihuahua,20000000.00,154218168.00
Blade 2,54000000.00,154338601.00
Focus,65000000.00,154362963.00
Final Destination 5,40000000.00,155011165.00
Cool Runnings,14000000.00,155056263.00
Scary Movie 3,45000000.00,155200000.00
Limitless,27000000.00,155564919.00
Dreamgirls,75000000.00,155708695.00
The Haunted Mansion,90000000.00,155750628.00
P.S. I Love You,30000000.00,155769678.00
Monster-in-Law,45000000.00,155931301.00
Licence to Kill,42000000.00,156167015.00
Rocky Balboa,24000000.00,156229050.00
Planes: Fire and Rescue,50000000.00,156399644.00
Dumb and Dumber To,40000000.00,156553592.00
Into the Storm,50000000.00,156602194.00
War Horse,70000000.00,156815529.00
Mystic River,30000000.00,156822020.00
Yip Man 3,36000000.00,156835197.00
This Means War,65000000.00,156974557.00
Lara Croft: Tomb Raider: The Cradle of Life,90000000.00,157092943.00
Days of Thunder,60000000.00,157670733.00
The Fast and the Furious: Tokyo Drift,85000000.00,157794205.00
Happy Feet Two,135000000.00,157956466.00
Don’t Breathe,10000000.00,158185073.00
Alien 3,55000000.00,158500000.00
Sin City,40000000.00,158527918.00
Hacksaw Ridge,40000000.00,158701644.00
The Monuments Men,70000000.00,158702748.00
The Book of Eli,80000000.00,158750817.00
Goosebumps,58000000.00,158905324.00
Daylight,80000000.00,158908290.00
The Pink Panther,80000000.00,158926474.00
Unforgiven,14400000.00,159157447.00
The Jackal,60000000.00,159356941.00
Crimson Tide,55000000.00,159387195.00
The Sting,5500000.00,159616327.00
Black Hawk Down,95000000.00,159691085.00
Stepmom,50000000.00,159745279.00
The Magnificent Seven,90000000.00,159762983.00
21,35000000.00,159846429.00
Never Say Never Again,36000000.00,160000000.00
Jack Reacher: Never Go Back,60000000.00,160038407.00
27 Dresses,30000000.00,160247805.00
Underworld: Awakening,70000000.00,160379930.00
Hellboy II: The Golden Army,82500000.00,160388063.00
Legends of the Fall,30000000.00,160502573.00
Flight,31000000.00,160558438.00
America's Sweethearts,46000000.00,160648493.00
Alien: Resurrection,60000000.00,160700000.00
Freaky Friday,26000000.00,160822438.00
Jackass Presents: Bad Grandpa,15000000.00,160903019.00
The Muppets,45000000.00,160971922.00
Memoirs of a Geisha,85000000.00,161510853.00
Payback,50000000.00,161626121.00
Live and Let Die,7000000.00,161800000.00
Scream 3,40000000.00,161838076.00
Insidious Chapter 2,5000000.00,161921515.00
The Ring Two,50000000.00,161941727.00
Bridge of Spies,40000000.00,162610473.00
Dick Tracy,47000000.00,162738726.00
The Interpreter,90000000.00,162753837.00
The Happening,60000000.00,162778384.00
Midnight in Paris,30000000.00,162838373.00
The Spiderwick Chronicles,92500000.00,162839667.00
Talladega Nights: The Ballad of Ricky Bobby,73000000.00,162870525.00
The Island,120000000.00,163018913.00
Johnny English,45000000.00,163126676.00
World Trade Center,65000000.00,163295654.00
Unbroken,65000000.00,163527824.00
Pokemon: The First Movie,30000000.00,163644662.00
Miami Vice,135000000.00,163818556.00
Maid in Manhattan,55000000.00,163838217.00
Saw III,10000000.00,163876815.00
No Country for Old Men,25000000.00,164051250.00
Daddy Day Care,60000000.00,164285587.00
The Grand Budapest Hotel,31000000.00,164350409.00
Johnny English Reborn,45000000.00,164539660.00
Bringing Down the House,20000000.00,164675402.00
"Six Days, Seven Nights",80000000.00,164800000.00
Deep Blue Sea,60000000.00,165048228.00
In Time,35000000.00,165103952.00
The Huntsman: Winter’s War,115000000.00,165149302.00
Cold Mountain,80000000.00,165173909.00
The Princess Diaries,30000000.00,165334774.00
Step Up Revolution,33000000.00,165552290.00
Sleepers,44000000.00,165600852.00
Step Up 3D,30000000.00,165889117.00
The Scorpion King,60000000.00,165890634.00
Contact,90000000.00,165900000.00
Stuart Little 2,120000000.00,166000000.00
Nutty Professor II: The Klumps,84000000.00,166307945.00
Seven Pounds,54000000.00,166617328.00
Up in the Air,30000000.00,166842739.00
John Wick: Chapter Two,40000000.00,166893990.00
Fantastic Four,120000000.00,167117548.00
Alexander,155000000.00,167297191.00
3 Men and a Baby,15000000.00,167780960.00
Dodgeball: A True Underdog Story,30000000.00,167791704.00
Spy Kids 3-D: Game Over,40000000.00,167851995.00
Ghost in the Shell,110000000.00,167918847.00
Burn After Reading,37000000.00,168167798.00
Four Christmases,80000000.00,168311558.00
Twelve Monkeys,29000000.00,168841459.00
Hannah Montana the Movie,30000000.00,169173206.00
The Emperor's New Groove,100000000.00,169296573.00
The Saint,90000000.00,169400000.00
Unstoppable,95000000.00,169511609.00
The Impossible,40000000.00,169590606.00
Baywatch,60000000.00,169740988.00
Superbad,17500000.00,169955142.00
Starsky & Hutch,60000000.00,170200225.00
The Girl on the Train,45000000.00,170327930.00
Looper,30000000.00,170466405.00
Magic Mike,7000000.00,170549753.00
Zookeeper,80000000.00,170805525.00
The Other Guys,100000000.00,170936470.00
Mr. Deeds,50000000.00,171269535.00
Cloverfield,25000000.00,171302226.00
Blood Diamond,100000000.00,171377916.00
The Divergent Series: Allegiant,110000000.00,171484051.00
Jackass 3D,20000000.00,171685793.00
Anchorman 2: The Legend Continues,50000000.00,172185754.00
Couples Retreat,60000000.00,172450423.00
AVP: Alien Vs. Predator,70000000.00,172543519.00
The Santa Clause 2,65000000.00,172825854.00
Along Came Polly,42000000.00,173044410.00
Scream,15000000.00,173046663.00
Big Momma's House,33000000.00,173559438.00
Creed,37000000.00,173567581.00
Mirror Mirror,85000000.00,173613482.00
Storks,70000000.00,174102281.00
Evan Almighty,175000000.00,174131329.00
Le Fabuleux destin d'Amélie Poulain,10350000.00,174201661.00
George Of The Jungle,55000000.00,174463257.00
The Bucket List,45000000.00,174810815.00
Identity Thief,35000000.00,175361578.00
The Descendants,20000000.00,175507800.00
The Bridges of Madison County,22000000.00,175516617.00
Cowboys and Aliens,163000000.00,175910315.00
Doctor Dolittle 2,72000000.00,176101721.00
The Italian Job,60000000.00,176262839.00
Kill Bill: Volume 1,55000000.00,176469428.00
Analyze This,30000000.00,176885658.00
Brokeback Mountain,13900000.00,177012173.00
Lee Daniels' The Butler,30000000.00,177025498.00
Tootsie,15000000.00,177200000.00
The A-Team,110000000.00,177241171.00
The 40 Year-old Virgin,26000000.00,177344230.00
Paranormal Activity 2,3000000.00,177512032.00
Jet Li's Hero,17000000.00,177535958.00
Double Jeopardy,40000000.00,177835231.00
Flubber,80000000.00,177993801.00
Eagle Eye,80000000.00,178066569.00
Patriot Games,45000000.00,178100000.00
Dante's Peak,115000000.00,178200000.00
Scary Movie 4,40000000.00,178710620.00
How to Lose a Guy in 10 Days,50000000.00,178890782.00
Moulin Rouge,53000000.00,179209685.00
The League of Extraordinary Gentlemen,78000000.00,179265204.00
Flushed Away,149000000.00,179357126.00
Hugo,180000000.00,180047784.00
The Dictator,65000000.00,180148897.00
The Haunting,80000000.00,180188905.00
12 Years a Slave,20000000.00,181025343.00
Déjà Vu,80000000.00,181038616.00
He's Just Not That Into You,40000000.00,181053657.00
Scooby-Doo 2: Monsters Unleashed,25000000.00,181185387.00
Bad Moms,20000000.00,181457297.00
The First Wives Club,30000000.00,181489203.00
Poseidon,160000000.00,181674817.00
Jupiter Ascending,179000000.00,181982519.00
Cape Fear,35000000.00,182291969.00
Sweet Home Alabama,38000000.00,182365114.00
Daredevil,80000000.00,182782518.00
Wayne's World,20000000.00,183097323.00
Gangs of New York,97000000.00,183124621.00
Aliens,17000000.00,183316455.00
Road to Perdition,80000000.00,183354514.00
Watchmen,138000000.00,184068357.00
Baahubali 2: The Conclusion,30000000.00,184075552.00
Snow White and the Seven Dwarfs,1488000.00,184925485.00
The Spy Who Loved Me,14000000.00,185400000.00
I Now Pronounce You Chuck and Larry,85000000.00,185708462.00
Inside Man,50000000.00,185798265.00
Paul Blart: Mall Cop,26000000.00,185904750.00
Atlantis: The Lost Empire,90000000.00,186049020.00
Knowing,50000000.00,186450317.00
The Horse Whisperer,60000000.00,186883563.00
The Grudge,10000000.00,187281115.00
The Final Destination,40000000.00,187384627.00
Octopussy,27500000.00,187500000.00
Walk the Line,29000000.00,187707495.00
The Pelican Brief,45000000.00,187995859.00
The Secret Life of Walter Mitty,91000000.00,188536838.00
Hop,63000000.00,188657593.00
Rambo III,58000000.00,188715611.00
The X Files: Fight the Future,66000000.00,189176423.00
Mr. Poppers's Penguins,55000000.00,189624452.00
The Santa Clause,22000000.00,189800000.00
A Dog’s Purpose,25000000.00,189922583.00
The Waterboy,23000000.00,190191646.00
Cheaper by the Dozen,40000000.00,190212113.00
The Longest Yard,82000000.00,190320568.00
Tropic Thunder,90000000.00,191091250.00
The Living Daylights,40000000.00,191200000.00
Hollow Man,90000000.00,191200000.00
The Addams Family,30000000.00,191502246.00
Open Season,85000000.00,191932158.00
The Equalizer,55000000.00,192903624.00
The Sum of All Fears,68000000.00,193500000.00
Gnomeo and Juliet,36000000.00,193737977.00
London Has Fallen,60000000.00,193857962.00
Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,60000000.00,194058503.00
Need for Speed,66000000.00,194169619.00
Paranormal Activity,450000.00,194183034.00
Beowulf,150000000.00,194995215.00
The Other Woman,40000000.00,195111193.00
For Your Eyes Only,28000000.00,195300000.00
Anger Management,56000000.00,195660942.00
Panic Room,48000000.00,196308367.00
50 First Dates,75000000.00,196320329.00
Red,60000000.00,196439693.00
Stargate,55000000.00,196565669.00
The Intern,40000000.00,197232734.00
Smurfs: The Lost Village,60000000.00,197242826.00
Wallace & Gromit: The Curse of the Were-Rabbit,30000000.00,197593152.00
The Vow,30000000.00,197618160.00
Jack the Giant Slayer,195000000.00,197687603.00
Spy Kids,35000000.00,197692062.00
The Pacifier,56000000.00,198006880.00
City of Angels,55000000.00,198750909.00
Two Weeks Notice,60000000.00,199043309.00
The Hunt for Red October,30000000.00,200500000.00
Cats & Dogs,60000000.00,200700000.00
Percy Jackson: Sea of Monsters,90000000.00,200859554.00
Philadelphia,26000000.00,201324422.00
Flashdance,7000000.00,201463574.00
Teenage Mutant Ninja Turtles,13500000.00,202000000.00
Kindergarten Cop,26000000.00,202000000.00
Straight Outta Compton,28000000.00,202043881.00
Paranormal Activity 3,5000000.00,202053386.00
Patch Adams,50000000.00,202173000.00
Vanilla Sky,70000000.00,202726605.00
21 Jump Street,42000000.00,202812429.00
You Don't Mess With the Zohan,90000000.00,202910991.00
Fun With Dick And Jane,140000000.00,203018919.00
Hairspray,75000000.00,203035572.00
Arrival,47000000.00,203178872.00
Into the Woods,50000000.00,203502372.00
Bridget Jones’s Baby,35000000.00,203555567.00
Alien,9000000.00,203630630.00
King Arthur,90000000.00,203877963.00
Valkyrie,90000000.00,203902107.00
Yogi Bear,80000000.00,204774690.00
The Holiday,85000000.00,205190324.00
The Ugly Truth,38000000.00,205298907.00
Gake no ue no Ponyo,34000000.00,205312666.00
JFK,40000000.00,205400000.00
White House Down,150000000.00,205440387.00
Me Before You,20000000.00,205445075.00
The Break-Up,52000000.00,205727307.00
Red Dragon,78000000.00,206455420.00
The Fast and the Furious,38000000.00,206512310.00
Eat Pray Love,60000000.00,206598789.00
Sleepy Hollow,70000000.00,207068340.00
S.W.A.T.,70000000.00,207154748.00
Tomorrowland,170000000.00,207283457.00
Clear and Present Danger,62000000.00,207500000.00
The Others,17000000.00,207765056.00
Garfield,50000000.00,208094550.00
Traffic,48000000.00,208300000.00
The Aviator,110000000.00,208370892.00
Safe House,85000000.00,208542162.00
Jaws 2,20000000.00,208900376.00
Braveheart,72000000.00,209045522.00
The Expendables 3,100000000.00,209461378.00
Fury,80000000.00,210253368.00
Moonraker,31000000.00,210300000.00
Immortals,75000000.00,211562435.00
Entrapment,66000000.00,211700000.00
Due Date,65000000.00,211739043.00
Total Recall,125000000.00,211856088.00
End of Days,100000000.00,212026975.00
Disclosure,55000000.00,212200000.00
Public Enemies,102500000.00,212282709.00
Ace Ventura: When Nature Calls,30000000.00,212400000.00
Horrible Bosses,35000000.00,212417601.00
District 9,30000000.00,212453431.00
Master and Commander: The Far Side of the World,135000000.00,212912137.00
Pulp Fiction,8000000.00,212928762.00
Lemony Snicket's A Series of Unfortunate Events,100000000.00,212956024.00
The Help,25000000.00,213120004.00
Miss Congeniality,45000000.00,213420951.00
Battle: Los Angeles,70000000.00,213463976.00
Vertical Limit,75000000.00,213500000.00
"Crouching Tiger, Hidden Dragon",15000000.00,213514672.00
The Bourne Identity,60000000.00,214357371.00
Flightplan,55000000.00,214392904.00
Hansel & Gretel: Witch Hunters,50000000.00,214949716.00
Just Go With It,80000000.00,214974953.00
Australia,130000000.00,215080810.00
The Patriot,110000000.00,215300000.00
Bad Teacher,19000000.00,215448997.00
Bram Stoker's Dracula,40000000.00,215862692.00
Twins,15000000.00,216600000.00
Ted 2,68000000.00,217022588.00
Central Intelligence,50000000.00,217196811.00
Jack Reacher,60000000.00,217370736.00
Valentine's Day,52000000.00,217569328.00
Collateral,60000000.00,217670152.00
The Sorcerer's Apprentice,160000000.00,217986320.00
What Happens in Vegas...,35000000.00,218535708.00
The Prince of Egypt,60000000.00,218613188.00
The Terminal,75000000.00,218673959.00
Kingdom of Heaven,110000000.00,218853353.00
Knocked Up,27500000.00,219265952.00
Green Lantern,200000000.00,219535492.00
Inferno,75000000.00,219572877.00
Elf,32000000.00,220236410.00
Dracula Untold,70000000.00,220241723.00
Captain Phillips,55000000.00,220648184.00
Fahrenheit 9/11,6000000.00,221148959.00
Wild Wild West,175000000.00,221229335.00
Bedtime Stories,80000000.00,221468935.00
Constantine,75000000.00,221594911.00
Everest,65000000.00,221662676.00
Non-Stop,50000000.00,222383055.00
Percy Jackson & the Olympians: The Lightning Thief,95000000.00,223050874.00
Interview with the Vampire: The Vampire Chronicles,50000000.00,223564608.00
Jumper,82500000.00,223636949.00
Con Air,80000000.00,224117573.00
It’s Complicated,85000000.00,224614744.00
The Social Network,40000000.00,224922135.00
Rocky,1000000.00,225000000.00
Good Will Hunting,10000000.00,225933435.00
War for the Planet of the Apes,152000000.00,225986078.00
Yes Man,50000000.00,225990976.00
Get Smart,80000000.00,226739416.00
Taken,25000000.00,226941585.00
Argo,44500000.00,227140757.00
Charlie's Angels: Full Throttle,120000000.00,227200000.00
The Imitation Game,15000000.00,227773686.00
Chicken Run,42000000.00,227793915.00
Big Daddy,30000000.00,228641283.00
Ghostbusters,144000000.00,229034050.00
The Green Hornet,110000000.00,229155503.00
Hidden Figures,25000000.00,229518131.00
Ghost Rider,120000000.00,229545589.00
The Heat,43000000.00,229727774.00
Juno,7000000.00,231450102.00
The English Patient,35000000.00,231711151.00
Million Dollar Baby,30000000.00,231928227.00
Gulliver's Travels,112000000.00,232017848.00
Gone in 60 Seconds,103300000.00,232643008.00
The Day the Earth Stood Still,80000000.00,233066978.00
Spy!,65000000.00,233125712.00
The Mask of Zorro,65000000.00,233700000.00
Eraser,100000000.00,234400000.00
American Pie,12000000.00,234723148.00
Mr. Bean’s Holiday,25000000.00,234981342.00
Artificial Intelligence: AI,90000000.00,235900000.00
Dunkirk,150000000.00,235907054.00
2 Fast 2 Furious,76000000.00,236410607.00
Silver Linings Playbook,21000000.00,236412453.00
A Few Good Men,33000000.00,236500000.00
American Reunion,50000000.00,236799211.00
Cloudy with a Chance of Meatballs,100000000.00,236827677.00
Click,82500000.00,237685089.00
Hauru no ugoku shiro,24000000.00,237814327.00
Disney Planes,50000000.00,238059569.00
Dark Shadows,150000000.00,238202668.00
Batman & Robin,125000000.00,238317814.00
Sully,60000000.00,238552082.00
Daddy’s Home,50000000.00,238757137.00
Resident Evil: Retribution,65000000.00,238940997.00
The Girl with the Dragon Tattoo,90000000.00,239373970.00
Dead Poets Society,16400000.00,239500000.00
Crocodile Dundee 2,14000000.00,239606210.00
Die Hard 2,70000000.00,239814025.00
Assassin’s Creed,125000000.00,240497948.00
Face/Off,80000000.00,241200000.00
Four Weddings and a Funeral,4500000.00,242895809.00
RoboCop,120000000.00,242981799.00
Journey to the Center of the Earth,45000000.00,243180937.00
Hercules,100000000.00,243388614.00
Back to the Future Part III,40000000.00,244088654.00
Pixels,90000000.00,244126300.00
Hulk,137000000.00,245229234.00
Rush Hour,35000000.00,245300000.00
Rango,135000000.00,245504574.00
Teenage Mutant Ninja Turtles: Out of the Shadows,135000000.00,245623848.00
8 Mile,41000000.00,245768384.00
Lilo & Stitch,80000000.00,245800000.00
Babe,30000000.00,246100000.00
Dumb & Dumber,16000000.00,246400000.00
Grown Ups 2,80000000.00,247023808.00
Bienvenue chez les Ch'tis,16000000.00,247474497.00
Marley & Me,60000000.00,247812011.00
Love Actually,45000000.00,247950247.00
Unbreakable,73243106.00,248099143.00
The Ring,48000000.00,248218486.00
The Blair Witch Project,600000.00,248300000.00
Eragon,100000000.00,249488115.00
Alvin and the Chipmunks: The Road Chip,90000000.00,249520430.00
Space Jam,80000000.00,250200000.00
The Peanuts Movie,99000000.00,250474038.00
Enemy of the State,85000000.00,250649836.00
Hercules,70000000.00,250700000.00
You've Got Mail,65000000.00,250800000.00
Get Out,5000000.00,251359904.00
After Earth,130000000.00,251499665.00
Michael Jackson's This Is It,60000000.00,252091016.00
True Grit,35000000.00,252276928.00
Wild Hogs,60000000.00,253555383.00
Cliffhanger,65000000.00,255000000.00
Rush Hour 3,180000000.00,256585882.00
Annabelle,6500000.00,256873813.00
